id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
631496,3,4-5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10 ,The Fast and the Furious: Tokyo Drift,Water,Friends,A little (mild),Sushi
409930,3,3 to 8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5 to $25,Nothing,tea,"Parents,Siblings,Friends,Strangers",,Sushi
632975,3,5,"Week day lunch,Weekend lunch,At a party",15,No movie,Water,"Friends,Teachers",A lot (hot),Sushi
204508,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,ip man,tea,"Parents,Siblings,Friends",,Sushi
627792,5,Two.,"Week day dinner,Weekend dinner,At a party",15 CAD.,Isle of Dogs.,Water.,"Parents,Siblings",,Sushi
712054,3,3,"Weekend dinner,At a party,Late night snack",$20 ,Star Wars,Barley Tea,"Siblings,Friends",A little (mild),Sushi
631881,3,3-8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10-20,Jiro Dreams of Sushi,Sake or sparkling water,"Siblings,Friends",A moderate amount (medium),Sushi
628744,5,5-8,"Week day lunch,Weekend lunch,At a party,Late night snack",$8-10,finding nemo,Water,"Parents,Siblings",,Sushi
629807,4,6,"Week day lunch,Week day dinner,Weekend lunch",20,Rush hour,water,Friends,A moderate amount (medium),Sushi
633024,3,5,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",12,N.A. (I only watched a few movies so I cannot think of any movie related to Sushi),water,Friends,A little (mild),Sushi
603007,1,2-3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5 dollars,The samurai,Ramune,"Parents,Friends",,Sushi
601217,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7 CAD,Oppenheimer,Diet coke,"Parents,Siblings,Friends",,Sushi
629221,4,6,"Week day dinner,Weekend dinner,At a party",$17 ,Big Hero 6,Water,Parents,,Sushi
634705,3,5,Week day dinner,$12 ,Shang-Chi and the Legend of the Ten Rings,Water,"Friends,Strangers",A moderate amount (medium),Sushi
630070,4,15,"Week day dinner,Weekend dinner,Late night snack",$15 ,Karate kid II,No Drink,"Parents,Friends,Strangers",,Sushi
629072,4,5,"Weekend lunch,Weekend dinner,At a party",$20 ,Rush Hour,Soup,Parents,,Sushi
630044,1,I think 5 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Perhaps 7 dollars.,Midnight Diner,Tea,"Parents,Siblings,Friends",,Sushi
626026,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",8$,7 samurai.,Water.,"Parents,Siblings,Friends,Teachers",,Sushi
630972,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",22 bucks,Finding Nemo,Water,"Parents,Siblings,Friends",,Sushi
631181,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",17,Rush hour,water,Parents,,Sushi
633541,2,3-6,Weekend dinner,20,Casablanca,Water,"Parents,Friends",A little (mild),Sushi
630098,4,"7 ingredients
Sushi rice (seasoned with rice vinegar, sugar, and salt)
Nori (seaweed)
Fish (e.g., tuna, salmon, shrimp, or crab)
Vegetables (e.g., cucumber, avocado, or radish)
Soy sauce
Wasabi
Pickled ginger (served on the side)","Week day lunch,Week day dinner,Weekend lunch,At a party",10 dollar,Jiro Dreams of Sushi ,Water.,Parents,,Sushi
629959,2,2,"Week day lunch,Weekend lunch,At a party",10 dollars,Pacific Rim,Water,"Siblings,Friends",,Sushi
633097,2,5,"Week day lunch,Week day dinner",$6 ,Train to Busan,Sake,"Parents,Friends",A little (mild),Sushi
605290,3,"Raw Salmon, rice, rice vinegar, cucumber, Avocado","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$10/serving,"Love, hard",Matcha tea,Friends,,Sushi
629869,4,5,Weekend dinner,20,shogun,diet brisk,Siblings,A little (mild),Sushi
525420,2,3,"Week day lunch,Late night snack",$8 ,My neighbor Totoro,Ramune,"Friends,Strangers",,Sushi
414710,5,4,"At a party,Late night snack",$12 CAD,Rush Hour,Water,"Teachers,Strangers",A little (mild),Sushi
629985,4,4,"Week day dinner,Weekend dinner",$10 ,The Room,Water,Strangers,A lot (hot),Sushi
616457,2,2,"Weekend lunch,Weekend dinner,At a party",20,isle of dogs,sake,"Parents,Siblings",,Sushi
206487,2,Three,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Ten dollar,Japanese movie,Coke,"Parents,Friends",,Sushi
745732,4,"3 to 5 seaweed, rice, meat, cucumber or carrot or avocado.","Week day dinner,Weekend dinner",20 to 35 dollars.,Shin-chan the Movie: Chounouryoku Daikessen - Tobe Tobe Temakizushi).,coca cola,Friends,,Sushi
543739,1,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,Monsters Inc,Water,Friends,,Sushi
625818,4,4 to 8 ingredients,Weekend dinner,15$,Big Hero 6,Water,Siblings,A little (mild),Sushi
631164,4,"Rice, fish, wasabi, seaweed, salt, soy sauce.

atleast 6","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5-$10,Spirited away,Water,Strangers,A little (mild),Sushi
603130,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$12 ,Finding Nemo,Yakult,"Parents,Friends",,Sushi
632125,4,4,"Week day dinner,Weekend dinner",$10 ,Turning Red,Water,"Friends,Strangers",,Sushi
631109,5,12-15? Not sure to be honest. ,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$13-15,We Live In Time. In one of the scenes the chef is making sushi (I watched it recently),Water or maybe juice,Friends,,Sushi
716766,4,"2-6, mostly includes rice, nori, fish or other proteins, vegetables, and optional garnishes like sesa,e seeds or sauces","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10 for 10,Kodoku No Gurume,barley tea,"Parents,Siblings,Friends",,Sushi
494103,2,7,"Week day dinner,Weekend dinner,Late night snack",9 dollars,Blade runner,Coca cola,"Parents,Siblings,Friends",,Sushi
628102,3,3-5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10 ,Fast & Furious: Tokyo Drift,Water,Parents,,Sushi
517774,1,2,"Weekend dinner,Late night snack",12,Spirited Away,sprite,Teachers,,Sushi
408898,4,4,"Weekend dinner,At a party",10 dollars,Cars 2,Water,"Friends,Strangers",A little (mild),Sushi
603189,3,3,"Week day lunch,Week day dinner,Weekend dinner",10,lost in translation,water,Friends,,Sushi
606857,4,3,"Weekend lunch,Weekend dinner",10 CAD,47 Ronin,Iced Tea,Strangers,,Sushi
523080,3,4,"Week day lunch,Week day dinner,Late night snack",9.99,home alone,water,"Siblings,Strangers",,Sushi
503957,4,3,"Week day lunch,Week day dinner,Weekend dinner",$18 ,John Wick,Saporo,Friends,,Sushi
524890,4,6,"Week day dinner,Weekend dinner",$25 ,Home Alone 2,Sake,"Siblings,Friends,Strangers",A moderate amount (medium),Sushi
717411,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8 ,Japanese movie,iced tea,"Parents,Friends,Teachers,Strangers",A little (mild),Sushi
525311,4,5,"Week day lunch,Weekend lunch,Weekend dinner,At a party",$10 ,Godzilla,Tea,"Parents,Siblings,Friends",,Sushi
630967,5,7,"Week day dinner,Weekend dinner",25,Hunger,Water,Friends,,Sushi
604969,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,Cars 2,Sparkling water,"Parents,Siblings,Friends,Strangers",,Sushi
524480,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,Spirited Away,Water,Friends,,Sushi
630121,3,around 10 ingredients,"Week day dinner,Weekend dinner,At a party",around $15,Mulan,water,Strangers,A little (mild),Sushi
634977,4,4,"Week day lunch,Weekend lunch",7,Mulan,water,"Friends,Strangers",,Sushi
632228,5,20,"Weekend dinner,At a party",12 to 15 dollars,Karate Kid,Water,"Friends,Strangers",A little (mild),Sushi
854745,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$12 ,Doraemon,Tea,"Parents,Friends",,Sushi
711854,1,"Salmon, shrimp, seaweed, rice, cucumber, wasabi, soy sauce, ginger

8 ingredients","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","One box, $10",Kill Bill,Water,"Friends,Strangers",,Sushi
630416,4,Around 8?,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$9 ,"Ratatouille, because sushi needs to be sliced and they slice food in Ratatouille.",Water ,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
505458,2,2,"Week day dinner,Weekend dinner,At a party,Late night snack",3,Japanese,Tea,"Siblings,Friends",,Sushi
604826,3,"6 ingredients

Fake Crab Meat

Cucumbers

Avocado

Seaweed

Sushi Vinegar

Rice","Week day lunch,Weekend lunch,Weekend dinner",I expect to pay for 15 dollars for one serving of this food item.,I think about the movie Good Time when thinking of this food item.,I will pair this food item with green tea.,Teachers,,Sushi
387820,4,dried sea crunchies,Weekend lunch,25CAD,Who am I (2005?),coca cola,"Siblings,Friends",A moderate amount (medium),Sushi
603612,3,2,"Week day dinner,Weekend lunch,Weekend dinner",25,Finding Nemo,Sake,"Parents,Strangers",,Sushi
712252,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$7 ,Memoirs of a Geisha,Water,Friends,,Sushi
712771,2,3,"Week day dinner,Weekend dinner",20,Memory of a Geisha,Hot tea,Siblings,,Sushi
746466,5,4,"Week day dinner,Weekend lunch,Weekend dinner",13,Your Name,Green Tea,Parents,,Sushi
519986,2,4,"Week day lunch,Week day dinner,Weekend dinner",18,ratatouille,water,"Friends,Strangers",,Sushi
626771,4,I would expect this food item to contain between 3 and 5 ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",I would expect to pay between $10-20 CAD for one serving of this food item.,I think of the movie Jiro Dreams of Sushi. It is a movie about  an 85 year old sushi master behind a three Michelin star sushi restaurant and his sons who are set to take over the business.,"I would pair this food item with a green tea or simply just water. The reason I say green tea is because it can be hard to digest, so the tea helps! Often times, restaurants/buffets that serve this food will also make green tea an optional drink!","Parents,Siblings",,Sushi
407257,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",25,Rush Hour,Cocktail,"Parents,Friends,Strangers",,Sushi
626883,3,4,"Week day lunch,Weekend lunch",$15 ,Howl's Moving Castle,Water,"Friends,Strangers",,Sushi
631448,3,4 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 5 dollars,Mulan,Tea,"Parents,Siblings,Friends",A lot (hot),Sushi
634885,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8 ,Spirited Away,Tea,"Parents,Siblings",,Sushi
619932,4,5-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20 ,Some Ghibli movie,Tea,"Parents,Siblings",,Sushi
601986,2,4,Late night snack,11.02$,Alita:the warrior,rice tea,Strangers,I will have some of this food item with my hot sauce,Sushi
631069,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12 ,monsters Inc,Tea,"Parents,Siblings,Friends",,Sushi
634508,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$8 ,The karate kid,Soju,"Parents,Strangers",A moderate amount (medium),Sushi
206744,2,"9

rice, vinegar, seaweed, sauces, 5 fillings",Weekend dinner,$7 ,John Wick: Chapter 3 - Parabellum,water,"Siblings,Friends",,Sushi
498213,2,"at least 2 but I'll say about 3-4 ingredient. if only 1 number, then take 3.","Week day dinner,Weekend lunch,Weekend dinner","it depends on how big the portion is. let say 8 pieces of salmon roll then I will happy to pay around 7 cad but sushi is usually expensive and 8 piece of sushi won't make me full. if to eat and be happy then 18-20 cad. but since for the other data I only say for not so full, so my final answer is 15.","almost all asian movies, especially Japanese. Not any movie in particular comes in mind.",I would pair it with water to reserve the sushi taste.,"Parents,Siblings,Friends",,Sushi
629659,2,3,"Week day lunch,Weekend lunch,At a party",1$,Oppenheimer ,Sake,Friends,A lot (hot),Sushi
630190,4,This food could contain anywhere between 2 to 5 ingredients.,Weekend lunch,$30 ,I don't think of any movies. I think of anime.,Water.,Parents,,Sushi
629263,3,5,"Week day lunch,Weekend lunch,Weekend dinner",$10 ,Rush hour,Lemonade,Friends,A moderate amount (medium),Sushi
631678,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$4 ,Into the Spiderverse,Tea,Friends,,Sushi
411681,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20 ,Godzilla,Water,"Friends,Strangers",,Sushi
630378,3,6,"Week day lunch,Weekend dinner,At a party,Late night snack",$10 ,Rush Hour,Iced Tea,Friends,A moderate amount (medium),Sushi
631142,5,4 Ingredients,"Week day lunch,Weekend lunch",$17 per serving,Your Name,Water,"Friends,Strangers",A little (mild),Sushi
519976,3,"Rice
Some type of fish","Weekend lunch,Weekend dinner",20,Breakfast club (One of the characters gets into an argument with someone else if eating sushi is allowed),Tea,Friends,,Sushi
604991,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",25,Monsters Inc.,Water,"Friends,Strangers",,Sushi
522483,3,5-8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15-20,Nothing,water or tea,"Parents,Friends",A little (mild),Sushi
387522,4,3,"Weekend lunch,Weekend dinner",30,Crayon Shinchan,Green Tea,"Parents,Siblings,Friends",,Sushi
613484,5,5,"Weekend dinner,At a party",$6.00 ,Aquaman,Ice tea,Parents,A lot (hot),Sushi
494373,2,On average 2-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",6,Bullet train,"Barley tea
----------",Friends,,Sushi
630977,3,4 ingredients,"Weekend dinner,Late night snack",25 dollars,No movie,Water,"Siblings,Friends",A moderate amount (medium),Sushi
621982,1,2,Weekend lunch,25 dollars,Lost in Translation,coke,Friends,,Sushi
605537,1,2,Week day dinner,0.5,Ratatouille,soft drink,Friends,,Sushi
718089,1,2,Weekend dinner,$12-$20,Cars 3,Sake,Parents,,Sushi
526064,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$1 ,Spirited Away,Water,Friends,,Sushi
411117,5,7,"Week day dinner,Weekend dinner",$7.50 ,Monsters Inc.,Water,"Parents,Siblings,Friends",,Sushi
634430,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$2.00 ,Tokyo Drift,Juice,Friends,,Sushi
631711,3,"4: Rice, nori, vinegar, vegetables","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$1 ,Turning Red,Root beer,Strangers,A lot (hot),Sushi
606010,2,max 2 with fancy ones having more.,"Week day lunch,Weekend dinner",1-2$ USD,chandni chowk to china,green tea,"Siblings,Friends,Strangers",,Sushi
631436,4,"It depends on the sushi, but classic sushi has 3 ingredients.","Week day lunch,Weekend lunch","For 4pc's of classic sushi, you should be setback about $5. ","I think of the movie Jaws because sushi is fish and Jaws is a movie about shark, which is a fish. ",I would pair classic water with sushi to bring out its umami flavour. ,"Parents,Siblings,Friends",,Sushi
633712,5,4,"Week day dinner,Weekend dinner",10,Isle of Dogs,Water,Friends,,Sushi
520090,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12 ,Spirited Away,Green Tea,Parents,,Sushi
501513,2,2,"Week day dinner,Weekend dinner,At a party",10,Midnight dinner,Soju,"Parents,Friends",A little (mild),Sushi
617310,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.99,Karate Kid,Water,Friends,,Sushi
495424,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,Kill Bill,Sake,Parents,,Sushi
631716,5,6,Weekend dinner,$40 ,Penguins of Madagascar,Green Tea,"Parents,Siblings",,Sushi
741658,3,"rice, fish or shrimp, vegetables","Week day dinner,Weekend dinner,At a party",20 dollar for many sushi,"No, But I think Japan.",soup ?,"Parents,Siblings,Friends,Teachers",A little (mild),Sushi
620745,5,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$10 ,Monsters Inc.,Water,Friends,,Sushi
611932,2,4,"Weekend lunch,Weekend dinner",$12 ,John Wick 3,Water,"Parents,Strangers",,Sushi
635602,4,4-5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$25-40,Monsters Inc.,water,Strangers,,Sushi
630738,3,10,"Week day lunch,Weekend lunch,Weekend dinner,At a party",13,none,miso soup,"Parents,Siblings,Friends,Strangers",,Sushi
524766,2,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,Idk,Water or soup,"Parents,Siblings,Friends",,Sushi
601547,3,at least 2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20 per serving,no movie came up to my mind,tea,Friends,,Sushi
631046,2,3,"Week day dinner,Weekend dinner",30,Tokyo Drift,Tea,"Parents,Siblings,Friends",,Sushi
66222,5,7,Week day dinner,20,Tokyo drift,Zero sugar coca cola,Parents,,Sushi
603182,4,20,"Week day lunch,Weekend lunch",10 dollars,Jiro Dreams of Sushi,Juice,Friends,,Sushi
632117,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","One serving of sushi would probably mean one piece of sushi, so $1 or less.",Ratatouille.,Water.,"Friends,Strangers",A lot (hot),Sushi
630209,4,About 4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$11 ,Kiki’s Delivery Service,Ginger tea,"Parents,Siblings,Friends",,Sushi
413395,2,3-5,"Week day dinner,Weekend dinner",5-Mar,Romantic Movies,Soup,"Parents,Siblings,Friends",,Sushi
630128,1,3 or a finite amount more,"Week day lunch,Weekend lunch,Late night snack",$1 or less (for a single roll),John Wick 3,Any tea,"Siblings,Friends,Strangers",A little (mild),Sushi
